id;siren;nic;l1_normalisee;l2_normalisee;l3_normalisee;l4_normalisee;l5_normalisee;l6_normalisee;l7_normalisee;numvoie;typvoie;libvoie;codpos;libcom;apet700;libtefet;adr_mail
907421;324466457;00086;"ZAP ING";"ROCHE INVESTISSEMENT";;"44 RUE DE LA REPUBLIQUE";;"42400 ST CHAMOND";FRANCE;44;RUE;"DE LA REPUBLIQUE";42400;"SAINT CHAMOND";4641Z;"1 ou 2 salariés";
907422;324466457;00094;"ROCHE INVESTISSEMENT";"STAR NAPPES";;"46 RUE DE LA REPUBLIQUE";;"42400 ST CHAMOND";FRANCE;46;RUE;"DE LA REPUBLIQUE";42400;"SAINT CHAMOND";4751Z;"1 ou 2 salariés";
910441;324605484;00025;"MADAME GENEVIEVE PENN";;;"47 RUE JULES LALLEMAND";;"35000 RENNES";FRANCE;47;RUE;"JULES LALLEMAND";35000;RENNES;8690E;"0 salarié";
910442;324605484;00033;"MADAME GENEVIEVE PENN";;;"34 BOULEVARD JEAN MERMOZ";;"35136 ST JACQUES DE LA LANDE";FRANCE;34;BD;"JEAN MERMOZ";35136;"SAINT JACQUES DE LA LANDE";8690E;"0 salarié";
922614;325155547;00012;"MONSIEUR DOMINIQUE CAQUELIN";"AUX GOURMANDISES";;"6 AV DE STALINGRAD";;"94800 VILLEJUIF";;6;AV;"DE STALINGRAD";94800;VILLEJUIF;1071C;"10 à 19 salariés";
922615;325155547;00046;"MONSIEUR DOMINIQUE CAQUELIN";"AUX GOURMANDISES";;"24 RUE JEAN JAURES";;"94800 VILLEJUIF";;24;RUE;"JEAN JAURES";94800;VILLEJUIF;6820B;"0 salarié";
922616;325155547;00053;"MONSIEUR DOMINIQUE CAQUELIN";"AUX GOURMANDISES";;"41 AV HENRI BARBUSSE";;"92220 BAGNEUX";;41;AV;"HENRI BARBUSSE";92220;BAGNEUX;1071C;"0 salarié";
923838;325205219;00042;"ISIS GROUPE";;;"110 RUE DE LONGCHAMP";;"75116 PARIS";FRANCE;110;RUE;"DE LONGCHAMP";75116;"PARIS 16";7111Z;"3 à 5 salariés";
926201;325307270;00018;"SOCIETE PROMOTION";;;"93 AVENUE DE CLICHY";;"75017 PARIS";FRANCE;93;AV;"DE CLICHY";75017;"PARIS 17";4649Z;"6 à 9 salariés";
926202;325307270;00026;"SOCIETE PROMOTION";;;"116 AVENUE DU GENERAL DE GAULLE";;"94170 LE PERREUX SUR MARNE";FRANCE;116;AV;"DU GENERAL DE GAULLE";94170;"LE PERREUX SUR MARNE";4649Z;"1 ou 2 salariés";
926203;325307270;00034;"SOCIETE PROMOTION";;;"107 RUE GABRIEL PERI";;"93200 ST DENIS";FRANCE;107;RUE;"GABRIEL PERI";93200;"SAINT DENIS";4778C;"3 à 5 salariés";
926204;325307270;00042;"SOCIETE PROMOTION";;;"7 AVENUE D ITALIE";;"75013 PARIS";FRANCE;7;AV;D'ITALIE;75013;"PARIS 13";4759B;"1 ou 2 salariés";
926205;325307270;00059;"SOCIETE PROMOTION";;;"1033 RUE DE BERNAU";;"94500 CHAMPIGNY SUR MARNE";FRANCE;1033;RUE;"DE BERNAU";94500;"CHAMPIGNY SUR MARNE";5210B;"1 ou 2 salariés";
926206;325307270;00075;"SOCIETE PROMOTION";"33 A 35";;"33 BOULEVARD JEAN JAURES";;"92100 BOULOGNE BILLANCOURT";FRANCE;33;BD;"JEAN JAURES";92100;"BOULOGNE BILLANCOURT";4778C;"1 ou 2 salariés";
926207;325307270;00083;"SOCIETE PROMOTION";;;"43 BOULEVARD VOLTAIRE";;"75011 PARIS";FRANCE;43;BD;VOLTAIRE;75011;"PARIS 11";4778C;"1 ou 2 salariés";
926208;325307270;00091;"SOCIETE PROMOTION";;;"28 RUE GAY LUSSAC";;"94430 CHENNEVIERES SUR MARNE";FRANCE;28;RUE;"GAY LUSSAC";94430;"CHENNEVIERES SUR MARNE";5210B;"0 salarié";
927862;325381168;00039;"ALTIA ANGERS";;"ZONE INDUSTRIELLE ECOUFLANT";"17 BOULEVARD DE L INDUSTRIE";;"49000 ECOUFLANT";FRANCE;17;BD;"DE L'INDUSTRIE";49000;ECOUFLANT;2229A;"0 salarié";
927863;325381168;00062;"ALTIA ANGERS";;;"80 RUE JOUFFROY D ABBANS";;"75017 PARIS";FRANCE;80;RUE;"JOUFFROY D'ABBANS";75017;"PARIS 17";2229A;"0 salarié";
935461;325720944;00017;"ETABLISSEMENTS COLOMBO";;;"11 AVENUE DU THIOU";;"74000 ANNECY";FRANCE;11;AV;"DU THIOU";74000;ANNECY;4321A;"3 à 5 salariés";
951329;326421054;00015;"PORT ROYAL DOMICILIATION";"PORT ROYAL SECRETARIAT";;"68 BOULEVARD DE PORT ROYAL";;"75005 PARIS";FRANCE;68;BD;"DE PORT ROYAL";75005;"PARIS 5";8211Z;"3 à 5 salariés";
962949;326890878;00019;PPM;;;"29 RUE HENRY MONNIER";;"75009 PARIS";FRANCE;29;RUE;"HENRY MONNIER";75009;"PARIS 9";4322A;"1 ou 2 salariés";
969537;327168662;00044;"ASS ENSEMBLE VOCAL MICHEL PIQUEMAL";;;"43 B RUE DE SEINE";;"78290 CROISSY SUR SEINE";FRANCE;43;RUE;"DE SEINE";78290;"CROISSY SUR SEINE";9001Z;"0 salarié";
976532;327458949;00010;BARIBAL;;;"186 RUE DE VAUGIRARD";;"75015 PARIS";FRANCE;186;RUE;"DE VAUGIRARD";75015;"PARIS 15";5610A;"10 à 19 salariés";
979681;327591764;00011;"SOCIETE NARCOL PAPETERIE DUBUISSON";"PAPETERIE DUBUISSON";"067 069";"67 RUE D AUTEUIL";;"75016 PARIS";FRANCE;67;RUE;"D AUTEUIL";75016;"PARIS 16";4762Z;"3 à 5 salariés";
981290;327656161;00038;"GAL OR";;;"4 RUE DE MONTHOLON";;"75009 PARIS";FRANCE;4;RUE;"DE MONTHOLON";75009;"PARIS 9";4932Z;"3 à 5 salariés";
983281;327742201;00061;"Z MEDICAL";"LES GRANGES";;"14 RUE GEORGES CUVIER";;"37550 ST AVERTIN";FRANCE;14;RUE;"GEORGES CUVIER";37550;"SAINT AVERTIN";1419Z;"20 à 49 salariés";
983282;327742201;00087;"Z MEDICAL";;;"6 B AVENUE MAC MAHON";;"75017 PARIS";FRANCE;6;AV;"MAC MAHON";75017;"PARIS 17";1419Z;"3 à 5 salariés";
1004903;328596804;00018;"MONSIEUR ANDRE MARECHAL";;;"18 RUE ANTOINE DE SAINT EXUPERY";;"21300 CHENOVE";FRANCE;18;RUE;"ANTOINE DE ST EXUPERY";21300;CHENOVE;8623Z;"0 salarié";
1009509;328768486;00024;"ESRA GROUPE";;;"135 AVENUE FELIX FAURE";;"75015 PARIS";FRANCE;135;AV;"FELIX FAURE";75015;"PARIS 15";8542Z;"100 à 199 salariés";
1009510;328768486;00073;"ESRA GROUPE";;;"175 RUE DE LOURMEL";;"75015 PARIS";FRANCE;175;RUE;"DE LOURMEL";75015;"PARIS 15";8542Z;"0 salarié";
1009511;328768486;00099;"ESRA GROUPE";;;"199 RUE DE LOURMEL";;"75015 PARIS";FRANCE;199;RUE;"DE LOURMEL";75015;"PARIS 15";8542Z;"1 ou 2 salariés";
1009512;328768486;00107;"ESRA GROUPE";;;"198 RUE DE LOURMEL";;"75015 PARIS";FRANCE;198;RUE;"DE LOURMEL";75015;"PARIS 15";8542Z;"1 ou 2 salariés";
1009513;328768486;00115;"ESRA GROUPE";;;"37 QUAI DE GRENELLE";;"75015 PARIS";FRANCE;37;QUAI;"DE GRENELLE";75015;"PARIS 15";8542Z;"1 ou 2 salariés";
1009514;328768486;00123;"ESRA GROUPE";;;"137 AVENUE FELIX FAURE";;"75015 PARIS";FRANCE;137;AV;"FELIX FAURE";75015;"PARIS 15";5911A;"1 ou 2 salariés";
1009515;328768486;00131;"ESRA GROUPE";;;"139 AVENUE FELIX FAURE";;"75015 PARIS";FRANCE;139;AV;"FELIX FAURE";75015;"PARIS 15";5911A;"1 ou 2 salariés";
1013865;328934419;00016;"EXPLOIT ETABLISS TRAMECON";;;"435 AVENUE DU MARECHAL FOCH";;"77190 DAMMARIE LES LYS";FRANCE;435;AV;"DU MARECHAL FOCH";77190;"DAMMARIE LES LYS";4321A;"3 à 5 salariés";
1017026;329051593;00039;"MADAME CHANTAL MONFRAIX";"LA PIZZATIERE";;"15 RUE D AUCH";;"31770 COLOMIERS";FRANCE;15;RUE;"D AUCH";31770;COLOMIERS;5610C;"3 à 5 salariés";
1019502;329141055;00023;"BOBINAGE EUGENE GONZALES SARL";;;"54 ALL MARINES";;"64100 BAYONNE";;54;ALL;MARINES;64100;BAYONNE;3314Z;"3 à 5 salariés";
1036260;329764609;00023;QUINTETTE;;;"2 RUE DE BIGORRE";;"75014 PARIS";FRANCE;2;RUE;"DE BIGORRE";75014;"PARIS 14";5811Z;"0 salarié";
1043851;330043514;00018;"LATOUR SARL";"SARL LATOUR";;"35 RUE DE LONGCHAMP";;"75116 PARIS";FRANCE;35;RUE;"DE LONGCHAMP";75116;"PARIS 16";9523Z;"6 à 9 salariés";
1043852;330043514;00026;"LATOUR SARL";"SARL LATOUR";;"37 RUE DE CHEZY";;"92200 NEUILLY SUR SEINE";FRANCE;37;RUE;"DE CHEZY";92200;"NEUILLY SUR SEINE";9523Z;"0 salarié";
1043853;330043514;00042;"LATOUR SARL";"CORD VANEAU LAT";;"51 BOULEVARD GOUVION SAINT CYR";;"75017 PARIS";FRANCE;51;BD;"GOUVION ST CYR";75017;"PARIS 17";9523Z;"Unités non employeuses";
1043854;330043514;00067;"LATOUR SARL";"SARL LATOUR";;"201 RUE DU FAUBOURG SAINT HONORE";;"75008 PARIS";FRANCE;201;RUE;"DU FAUBOURG SAINT HONORE";75008;"PARIS 8";9523Z;"1 ou 2 salariés";
1043855;330043514;00083;"LATOUR SARL";"SARL LATOUR";;"101 RUE BOILEAU";;"75016 PARIS";FRANCE;101;RUE;BOILEAU;75016;"PARIS 16";9523Z;"0 salarié";
1043856;330043514;00091;"LATOUR SARL";"SARL LATOUR";;"8 RUE MIGNARD";;"75116 PARIS";FRANCE;8;RUE;MIGNARD;75116;"PARIS 16";9523Z;"0 salarié";
1062595;330753013;00029;"CABINET MEDICAL";;;"221 AVENUE DU 8 MAI 1945";;"76610 LE HAVRE";FRANCE;221;AV;"DU 8 MAI 1945";76610;"LE HAVRE";8219Z;"1 ou 2 salariés";
1067093;330928904;00029;"SCENE 2";;;"101 CHEMIN DE RONDE";;"78290 CROISSY SUR SEINE";FRANCE;101;CHE;"DE RONDE";78290;"CROISSY SUR SEINE";1413Z;"0 salarié";
1070344;331057406;00067;"AUDITEURS ET CONSEILS ASSOCIES SA";"ACA NEXIA";;"31 RUE HENRI ROCHEFORT";;"75017 PARIS";FRANCE;31;RUE;"HENRI ROCHEFORT";75017;"PARIS 17";6920Z;"50 à 99 salariés";
1090127;331772368;00014;"COMPTOIR DES BOIS MANUFACTURES";;"ZONE ARTISANALE LES ILES DU BOURNET";"21 RUE HENRI DUNANT";;"38180 SEYSSINS";FRANCE;21;RUE;"HENRI DUNANT";38180;SEYSSINS;4673A;"10 à 19 salariés";
1099950;332139104;00068;DECOROTEL;;;"110 CHEMIN DE LARRAMET";;"31170 TOURNEFEUILLE";FRANCE;110;CHE;"DE LARRAMET";31170;TOURNEFEUILLE;7490B;"3 à 5 salariés";
1116030;332749696;00016;"LES BIJOUX BAROL";;;"21 RUE TRONCHET";;"75008 PARIS";FRANCE;21;RUE;TRONCHET;75008;"PARIS 8";3213Z;"0 salarié";
1117567;332805217;00053;"HAUT PRESTIGE WINES EURL";;;"37 COURS DE VERDUN";;"33000 BORDEAUX";FRANCE;37;CRS;"DE VERDUN";33000;BORDEAUX;4634Z;"0 salarié";
1135706;333499945;00017;"SARL CARESSA BAT";;;"25 AVENUE BELLEVUE";;"06100 NICE";FRANCE;25;AV;BELLEVUE;06100;NICE;4399C;"10 à 19 salariés";
1135707;333499945;00025;"SARL CARESSA BAT";;;"6 RUE GAUTHIER ROUX";;"06000 NICE";FRANCE;6;RUE;"GAUTIER ROUX";06000;NICE;4399C;"0 salarié";
1142772;333750602;00026;"HOTEL PARIS ALESIA MONTPARNASSE";"HOTEL IBIS";"49 A 51";"49 RUE DES PLANTES";;"75014 PARIS";FRANCE;49;RUE;"DES PLANTES";75014;"PARIS 14";5510Z;"20 à 49 salariés";
1161844;334400330;00034;"SCM CABINET DE RHUMATOLOGIE VAUGELAS";;;"72 AVENUE DE FRANCE";;"74000 ANNECY";FRANCE;72;AV;"DE FRANCE";74000;ANNECY;8219Z;"1 ou 2 salariés";
1177353;334912672;00022;"M C P MEUBLES CUISINES PROVINC";;"ZONE DE KERGARADEC";"51 RUE AMIRAL ROMAIN DESFOSSES";;"29200 BREST";FRANCE;51;RUE;"AMIRAL ROMAIN DESFOSSES";29200;BREST;3102Z;"1 ou 2 salariés";
1177354;334912672;00030;"M C P MEUBLES CUISINES PROVINC";;;"LIEU DIT PENHOAT";;"29860 PLABENNEC";FRANCE;;;PENHOAT;29860;PLABENNEC;3102Z;"3 à 5 salariés";
1182530;335090288;00010;"ASS MAISON RETRAITE ST MARTIN";;;"4 RUE DU FIGUIER";;"49100 ANGERS";FRANCE;4;RUE;"DU FIGUIER";49100;ANGERS;8730A;"50 à 99 salariés";
1183402;335119228;00013;"SPECIALISTES ASSOCIES";;;"2 ALLEE DU PERIGORD";;"31770 COLOMIERS";FRANCE;2;ALL;"DU PERIGORD";31770;COLOMIERS;6619A;"10 à 19 salariés";
1188238;335296307;00028;"GANT D OR DE HOUILLES";;;"24 RUE THIERS";;"78800 HOUILLES";FRANCE;24;RUE;THIERS;78800;HOUILLES;9312Z;"10 à 19 salariés";
1218970;338431067;00036;"S T I";;"ZONE INDUSTRIELLE DE BISSY";"331 RUE ARISTIDE BERGES";;"73000 CHAMBERY";FRANCE;331;RUE;"ARISTIDE BERGES";73000;CHAMBERY;4669B;"3 à 5 salariés";
1229358;338794498;00075;"COMPAGNIE LES CYRANOIAQUES";;;"26 RUE HENRI BONIS";;"31100 TOULOUSE";FRANCE;26;RUE;"HENRI BONIS";31100;TOULOUSE;9001Z;"1 ou 2 salariés";
1235654;339013278;00041;"POMME PRODUCTION";;;"10 PLACE DU GENERAL CATROUX";;"75017 PARIS";FRANCE;10;PL;"DU GENERAL CATROUX";75017;"PARIS 17";5911C;"3 à 5 salariés";
1252632;339586828;00040;TEXPERT;;;"14 RUE ALPHONSE DE NEUVILLE";;"75017 PARIS";FRANCE;14;RUE;"ALPHONSE DE NEUVILLE";75017;"PARIS 17";6920Z;"6 à 9 salariés";
1257332;339739989;00020;"FRANCHE COMTE EROSION";;"ZONE ARTISANALE";"ZONE ARTISANALE AU BOIS";;"25770 FRANOIS";FRANCE;;;"ZONE ARTISANALE";25770;FRANOIS;2562B;"3 à 5 salariés";
1257955;339761884;00016;"LA QUALITE INFORMATIQUE";;;"1 RUE DES PLANTS CATELAINES";;"78420 CARRIERES SUR SEINE";FRANCE;1;RUE;"PLANTS CATELAINES";78420;"CARRIERES SUR SEINE";4669B;"0 salarié";
1262654;339923906;00020;"ASS DANSE PASSION";;;"103 RUE CHARLES PERRAULT";;"30900 NIMES";FRANCE;103;RUE;"CHARLES PERRAULT";30000;NIMES;9001Z;"0 salarié";
1264524;339984148;00025;"CONSO LOGT ET CADRE DE VIE UNION DEPAR";;;"502 QUARTIER DU VAL";"BP 05";"14200 HEROUVILLE ST CLAIR";FRANCE;502;;"QUARTIER DU VAL";14200;"HEROUVILLE SAINT CLAIR";9499Z;"1 ou 2 salariés";
1264525;339984148;00033;"CONSO LOGT ET CADRE DE VIE UNION DEPAR";;;"30 AVENUE NICOLAS COPERNIC";;"14000 CAEN";FRANCE;30;AV;"NICOLAS COPERNIC";14000;CAEN;9499Z;"0 salarié";
1281015;340488220;00013;"MONSIEUR CUONG CHAZE";;;"5 RUE DU LARZAC";;"31170 TOURNEFEUILLE";FRANCE;5;RUE;"DU LARZAC";31170;TOURNEFEUILLE;3250A;"3 à 5 salariés";
1288473;340730860;00038;"MONSIEUR PIERRE KUSEL";;;"37 AVENUE GEORGES POMPIDOU";;"30900 NIMES";FRANCE;37;AV;"GEORGES POMPIDOU";30000;NIMES;8623Z;"1 ou 2 salariés";
1293116;340893726;00075;"MADAME SOPHIE CLOUZEAU";;;"95 RUE MARCOZ";;"73000 CHAMBERY";FRANCE;95;RUE;MARCOZ;73000;CHAMBERY;8690E;"0 salarié";
1304679;341281764;00041;"ASS COLLECTIVE COMTOISE MAITRISE DECHE";;;"17 AVENUE CHARLES SIFFERT";;"25000 BESANCON";FRANCE;17;AV;"CHARLES SIFFERT";25000;BESANCON;9499Z;"6 à 9 salariés";
1328799;342068509;00021;BUCK;;;"19 RUE DES 4 CHAPEAUX";;"69002 LYON";FRANCE;19;RUE;"DES QUATRE CHAPEAUX";69002;"LYON 2EME";9529Z;"1 ou 2 salariés";
1328800;342068509;00039;BUCK;"EURO TOUCHES";;"18 RUE CYPRIAN";"CS 60129";"69627 VILLEURBANNE CEDEX";FRANCE;18;RUE;"DE CYPRIAN";69100;VILLEURBANNE;9529Z;"10 à 19 salariés";
1338231;342356326;00039;"DIXI MICROTECHNIQUES";"DIXI MEDICAL DIVISION DE DIXI";;"4 CHEMIN DE PALENTE";;"25025 BESANCON CEDEX";FRANCE;4;CHE;"DE PALENTE";25000;BESANCON;2562B;"20 à 49 salariés";
1338232;342356326;00047;"DIXI MICROTECHNIQUES";"DIXI MEDICAL DIVISION DE DIXI";;"2 A ROUTE DE POULIGNEY";;"25640 CHAUDEFONTAINE";FRANCE;2;RTE;"DE POULIGNEY";25640;CHAUDEFONTAINE;2562B;"0 salarié";
1342712;342493665;00042;"AZUR INDUSTRIE";;;"28 RUE LAMARTINE";;"76600 LE HAVRE";FRANCE;28;RUE;LAMARTINE;76600;"LE HAVRE";8121Z;"50 à 99 salariés";
1345128;342574001;00026;"ASS FORMATION PERFECTIONN PEDAGOGIQUE";;;"13 RUE DU MONT DORE";;"75017 PARIS";FRANCE;13;RUE;"DU MONT DORE";75017;"PARIS 17";8559B;"1 ou 2 salariés";
1348584;342681822;00025;"IMPRIMERIE SERIGRAPHIE M D FRANCE";;;"182 RUE DE CANGE";;"37550 ST AVERTIN";FRANCE;182;RUE;"DE CANGE";37550;"SAINT AVERTIN";1812Z;"3 à 5 salariés";
1350115;342731254;00021;"DEGW FRANCE";;;"43 RUE BOBILLOT";;"75013 PARIS";FRANCE;43;RUE;BOBILLOT;75013;"PARIS 13";7111Z;"10 à 19 salariés";
1357069;342944253;00034;"CTE DEP LIGUE NAT FR CONTRE LE CANCER";"CD 77 DE LA LCFCC";;"8 RUE DE L INDUSTRIE";;"77000 MELUN";FRANCE;8;RUE;"DE L INDUSTRIE";77000;MELUN;8899B;"1 ou 2 salariés";
1359721;343016788;00014;"PAVAN WILLIAM ET ASSOCIES";;;"26 RUE DU RENARD";;"75004 PARIS";FRANCE;26;RUE;"DU RENARD";75004;"PARIS 4";4618Z;"1 ou 2 salariés";
1367008;343224754;00063;"UNION SYNDICALE PRODUCT AUDIOVISUELLE";;;"5 RUE CERNUSCHI";;"75017 PARIS";FRANCE;5;RUE;CERNUSCHI;75017;"PARIS 17";9411Z;"6 à 9 salariés";
1375523;343433744;00020;"MONSIEUR FRANCOIS LUCAS";;;"13 B BOULEVARD VICTOR HUGO";;"78100 ST GERMAIN EN LAYE";FRANCE;13;BD;"VICTOR HUGO";78100;"SAINT GERMAIN EN LAYE";8551Z;"0 salarié";
1385164;343725784;00015;"MONSIEUR JOSE DA PALMA MARTINS";SRPM;;"27 ROUTE DE GENAS";;"69100 VILLEURBANNE";FRANCE;27;RTE;"DE GENAS";69100;VILLEURBANNE;9522Z;"1 ou 2 salariés";
1388223;343814620;00047;"THINET INTERNATIONAL";"25 A 29";;"25 PLACE DE LA MADELEINE";;"75008 PARIS";FRANCE;25;PL;"DE LA MADELEINE";75008;"PARIS 8";4399C;"1 ou 2 salariés";
1399323;344140710;00031;"MAISONS GUITARD";;;"284 RUE JEAN ODELIN";;"30000 NIMES";FRANCE;284;RUE;"JEAN ODELIN";30000;NIMES;6810Z;"0 salarié";
1413896;344590096;00022;"MADAME MARIE HELENE ESTOUP";"LABO ESTOUP";;"4 RUE DE L IMPRIMERIE";;"64200 BIARRITZ";FRANCE;4;RUE;"DE L IMPRIMERIE";64200;BIARRITZ;3250A;"1 ou 2 salariés";
1413897;344590096;00030;"MADAME MARIE HELENE ESTOUP";"LABO ESTOUP";CARRERE;;;"40300 ORIST";FRANCE;;;CARRERE;40300;ORIST;0111Z;"0 salarié";
1417016;344689575;00027;"LOGIN SA";;;"56 BOULEVARD DE LA MISSION MARCHAND";;"92418 COURBEVOIE CEDEX";FRANCE;56;BD;"DE LA MISSION MARCHAND";92400;COURBEVOIE;5829C;"20 à 49 salariés";
1421270;344825138;00029;"CADUCEE SERVICES";"EBC EDICOM BUSINESS CENTER BUROVIRTUE";"E BUROPARC BATIMENT";"18 RUE JACQUES REATTU";;"13009 MARSEILLE";FRANCE;18;RUE;"JACQUES REATTU";13009;"MARSEILLE 9";8211Z;"6 à 9 salariés";
1436547;345242184;00066;"BELLE MISS";AZZANO;;"135 RUE DU TEMPLE";;"75003 PARIS";FRANCE;135;RUE;"DU TEMPLE";75003;"PARIS 3";4649Z;"3 à 5 salariés";
1446848;347528697;00027;EUROCARE;"LES PEUPLIERS";;"RUE DES COMMERES";;"78310 COIGNIERES";FRANCE;;RUE;"DES COMMERES";78310;COIGNIERES;4646Z;"3 à 5 salariés";
1446849;347528697;00043;EUROCARE;"8 10";;"8 RUE ERNEST GOUIN";;"78290 CROISSY SUR SEINE";FRANCE;8;RUE;"ERNEST GOUIN";78290;"CROISSY SUR SEINE";4646Z;"3 à 5 salariés";
1455100;347775215;00010;"SOCIETE LEHOUX";"ENERGIE CONSEIL GESTION HABITAT";"N 10 12";"10 RUE EDOUARD BRANLY";;"37550 ST AVERTIN";FRANCE;10;RUE;"EDOUARD BRANLY";37550;"SAINT AVERTIN";3320B;"20 à 49 salariés";
1470290;348225186;00025;"MENUISERIE BUSSARD MAURICE";;"ZONE ARTISANALE";"42 CHEMIN DES MONTARMOTS";;"25000 BESANCON";FRANCE;42;CHE;"DES MONTARMOTS";25000;BESANCON;3101Z;"0 salarié";
1479679;348520164;00040;"ASS LUDOTHEQUES ILE DE FRANCE";;;"33 RUE DE LA COLONIE";;"75013 PARIS";FRANCE;33;RUE;"DE LA COLONIE";75013;"PARIS 13";9499Z;"10 à 19 salariés";
1482035;348593658;00035;"REPI 2000";;;"39 RUE EUGENE OUDINE";;"75013 PARIS";FRANCE;39;RUE;"EUGENE OUDINE";75013;"PARIS 13";8899A;"3 à 5 salariés";
1482036;348593658;00043;"REPI 2000";;;"87 RUE DE L AMIRAL MOUCHEZ";;"75013 PARIS";FRANCE;87;RUE;"DE L AMIRAL MOUCHEZ";75013;"PARIS 13";8899A;"1 ou 2 salariés";
1531323;349957316;00046;"OMNIS MEDICA";;;"15 ROUTE DE GRENADE";"CS 80067";"31702 BLAGNAC CEDEX";FRANCE;15;RTE;"DE GRENADE";31700;BLAGNAC;4646Z;"6 à 9 salariés";
1538355;350148961;00013;"MONSIEUR GERARD GILLI";;;"3 RUE DELILLE";;"06000 NICE";FRANCE;3;RUE;DELILLE;06000;NICE;4669C;"0 salarié";
1548461;350448023;00027;"ECOLE TECHNIQUE PRIVEE COIFFURE JORLIS";"ECOLE TECHNIQUE PRIVEE DE COIFFURE";;"18 RUE DU PONT DE L AVEUGLE";;"64600 ANGLET";FRANCE;18;RUE;"DU PONT DE L AVEUGLE";64600;ANGLET;8559B;"6 à 9 salariés";
1588940;351606488;00010;"BURO ELEC";;;"31 RUE DE CONSTANTINOPLE";;"75008 PARIS";FRANCE;31;RUE;"DE CONSTANTINOPLE";75008;"PARIS 8";3312Z;"0 salarié";
1599537;351892435;00030;"SOC FORMAT CONDUITE THEORIQUE PRATIQUE";;;"11 RUE SAINT DIDIER";;"75116 PARIS";FRANCE;11;RUE;"SAINT DIDIER";75116;"PARIS 16";8553Z;"3 à 5 salariés";
1602966;351988696;00057;MEDO;"LES DOCKS";;"53 RUE DES DOCKS";;"69009 LYON";FRANCE;53;RUE;"DES DOCKS";69009;"LYON 9EME";5610A;"3 à 5 salariés";
1607608;352118848;00014;"R BELLAICHE & J C SARFATI";;;"5 RUE DE PRONY";;"75017 PARIS";FRANCE;5;RUE;"DE PRONY";75017;"PARIS 17";6920Z;"0 salarié";
1609013;352158489;00034;"FINANCE ET CAPITALISATION";;;"170 BOULEVARD DE STALINGRAD";;"69006 LYON";FRANCE;170;BD;STALINGRAD;69006;"LYON 6EME";6619B;"0 salarié";
1613083;352273817;00010;OXYGEN;;;"7 RUE PASQUIER";;"75008 PARIS";FRANCE;7;RUE;PASQUIER;75008;"PARIS 8";6202A;"6 à 9 salariés";
1618972;352438550;00035;"RIVERSIDE PUBLICATIONS";;;"15 RUE CLAUDE MONET";"BP 22";"78421 CARRIERES SUR SEINE CEDEX";FRANCE;15;RUE;"CLAUDE MONET";78420;"CARRIERES SUR SEINE";7911Z;"10 à 19 salariés";
1618973;352438550;00043;"RIVERSIDE PUBLICATIONS";;;"51 AVENUE JEAN MEDECIN";;"06000 NICE";FRANCE;51;AV;"JEAN MEDECIN";06000;NICE;5814Z;"0 salarié";
1626505;352628622;00057;"CUT BRUSH";;"PASSAGE CLEMENCEAU";"8 RUE ANDRE MALRAUX";;"21000 DIJON";FRANCE;8;RUE;"ANDRE MALRAUX";21000;DIJON;9602A;"0 salarié";
1636469;352861967;00011;"SQUASH MONTMARTRE";;;"14 RUE ACHILLE MARTINET";;"75018 PARIS";FRANCE;14;RUE;"ACHILLE MARTINET";75018;"PARIS 18";6420Z;"6 à 9 salariés";
1641636;353000847;00015;MOOLENAAR;"IMPRIMERIE MOOLENAAR";;"43 RUE DE LA CROIX DE SEGUEY";;"33000 BORDEAUX";FRANCE;43;RUE;"CROIX SEGUEY";33000;BORDEAUX;1812Z;"3 à 5 salariés";
1650152;353229669;00018;SOFIRST;;;"129 ROUTE D ALBI";;"31200 TOULOUSE";FRANCE;129;RTE;"D ALBI";31200;TOULOUSE;6820B;"6 à 9 salariés";
1654482;353342736;00025;"METROPOLITAINE ENTREPRISE ELEC PARIS";;;"45 RUE DU 8 MAI 1945";;"94700 MAISONS ALFORT";FRANCE;45;RUE;"DU 8 MAI 1945";94700;"MAISONS ALFORT";4321A;"50 à 99 salariés";
1671101;353781487;00015;"LES DOMAINES QUI MONTENT";;;"22 RUE CARDINET";;"75017 PARIS";FRANCE;22;RUE;CARDINET;75017;"PARIS 17";4725Z;"1 ou 2 salariés";
1671102;353781487;00031;"LES DOMAINES QUI MONTENT";;;"136 BOULEVARD VOLTAIRE";;"75011 PARIS";FRANCE;136;BD;VOLTAIRE;75011;"PARIS 11";4725Z;"1 ou 2 salariés";
1671103;353781487;00049;"LES DOMAINES QUI MONTENT";"28 30";;"28 RUE MEDERIC";;"75017 PARIS";FRANCE;28;RUE;MEDERIC;75017;"PARIS 17";4634Z;"3 à 5 salariés";
1695663;364500850;00011;"ELYSEE COIFFURE";;;"96 RUE MARECHAL JOFFRE";;"76600 LE HAVRE";FRANCE;96;RUE;"DU MARECHAL JOFFRE";76600;"LE HAVRE";9602A;"0 salarié";
1697010;376580130;00015;"ISOCHEMINEE SAS";"LE TREYER";;"93 ROUTE DE PLUGUFFAN";;"29000 QUIMPER";FRANCE;93;RTE;"DE PLUGUFFAN";29000;QUIMPER;4673B;"6 à 9 salariés";
